"""company""","""creation_date""","""approve_date""","""closed_date""","""po_no""","""po_status""","""line_num""","""line_type""","""item_number""","""item_description""","""inventory_type""","""main_category""","""group_category""","""sub_group_category""","""sub_sub_group_category""","""uom""","""buyer_name""","""vendor_no""","""vendor_name""","""payment_term""","""vendor_site_code""","""closed_code""","""header_cancel""","""line_cancel""","""quantity_received""","""quantity_accepted""","""quantity_rejected""","""quantity_cancelled""","""currency_code""","""rate""","""quantity""","""unit_price""","""amount""","""amount_egp"""
EGYLUX,2019-01-28 00:00:00,2019-05-15 00:00:00,,190078,Approved,2,Direct,,"24,000 hrs overhaul, Items need to complete overhaul including ( motor bearing Qty: 1, RS ultra oil Qty: 4, chemical cleaning Qty: 2, labour Qty: 1 ) for screw comressor ""741.CP111"", type"" GA 132W-8.5, Atlas copco,serial no. S99698902",,,,"24,000 hrs, items need to complete overhaul for screw compressors.",,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,59000,59000,59000
ASF,2019-01-28 00:00:00,2019-05-15 00:00:00,,190078,Approved,3,Direct,,"24,000 hrs overhaul, Items need to complete overhaul including ( motor bearing Qty: 1, RS ultra oil Qty: 4, chemical cleaning Qty: 2, labour Qty: 1 ) for screw comressor ""741.CP112"", type"" GA 132W-8.5, Atlas copco,serial no. S99698903",,,,"24,000 hrs, items need to complete overhaul for screw compressors.",,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,OPEN,Valid,Valid,1,1,0,0,EGP,1,1,59000,59000,59000
ASF,2019-01-28 00:00:00,2019-05-15 00:00:00,,190078,Approved,4,Direct,,"24,000 hrs overhaul, Items need to complete overhaul including ( motor bearing Qty: 1, RS ultra oil Qty: 4, chemical cleaning Qty: 2, labour Qty: 1 ) for screw comressor ""741.CP113"", type"" GA 132W-8.5, Atlas copco,serial no. S99698904",,,,"24,000 hrs, items need to complete overhaul for screw compressors.",,Each,Buyer_01,9022,Vendor_023,30 days,Site_058,OPEN,Valid,Valid,1,1,0,0,EGP,1,1,59000,59000,59000
ASF,2019-01-28 00:00:00,2019-02-21 00:00:00,2019-07-03 12:20:10,190079,Approved,1,Goods,3039911316,"Locking assembly, 340x425, type RfN 7015.0-340x425, supplier Ringfeder ( Harald V.Lassen ), PN 456680, Item no. 03.01.01.06, SPL 50030937, for limestone crusher",Spare parts,Mechanical items,mechanical items for raw materials handling area (100),locking,,Each,Buyer_04,9140,Vendor_017,,Site_040,CLOSED,Valid,Valid,2,2,0,0,EUR,20.5,2,1322,2644,54202
EGYLUX,2019-01-28 00:00:00,2019-02-06 00:00:00,2019-05-14 13:46:33,190080,Approved,1,Goods,4109911188,"Eyebolt, M33x2x210, drawing no. 7.000113, galvanized steel",Spare parts,Mechanical items,Fasteners,Fasteners.,,Each,Buyer_05,9093,Vendor_088,14 days,Site_064,CLOSED,Valid,Valid,25,25,0,0,EGP,1,25,190,4750,4750
EMAS,2019-01-28 00:00:00,2019-02-06 00:00:00,2019-05-14 13:46:33,190080,Approved,2,Goods,4100311189,"Nut, hexagon, M33x2, steel class 8, DIN 934",Spare parts,Mechanical items,Fasteners,Fasteners.,,Each,Buyer_05,9093,Vendor_088,14 days,Site_064,CLOSED,Valid,Valid,25,25,0,0,EGP,1,25,40,1000,1000
EMAS,2019-01-28 00:00:00,2019-02-06 00:00:00,2019-05-14 13:46:33,190080,Approved,3,Goods,4109911231,"Pin, clevis, 27x100, according to ISO 2341, SPL 50030937, item no. 04.01.03.04, for limestone crusher",Spare parts,Mechanical items,mechanical items for raw materials handling area (100),Fasteners.,,Each,Buyer_05,9093,Vendor_088,14 days,Site_064,CLOSED,Valid,Valid,25,25,0,0,EGP,1,25,49,1225,1225
EGYLUX,2019-01-28 00:00:00,2019-02-06 00:00:00,2019-05-14 13:46:33,190080,Approved,4,Goods,4109911232,"Pin, split, 6.3x40 mm, material steel, according to ISO 1234",Spare parts,Mechanical items,mechanical items for raw materials handling area (100),Fasteners.,,Each,Buyer_05,9093,Vendor_088,14 days,Site_064,CLOSED,Valid,Valid,50,50,0,0,EGP,1,50,3,150,150
ASF,2019-01-27 00:00:00,,,190073,Rejected,1,Direct,,حنفية غسالة,,,,Fittings for plumping & Electerical,,Each,Buyer_03,9032,Vendor_030,Immediate,Site_052,OPEN,Valid,Valid,0,0,0,0,EGP,1,10,50,500,500
ASF,2019-01-27 00:00:00,,,190073,Rejected,2,Direct,,حنفيه  بليه تركى  - نصف بوصة,,,,Fittings for plumping & Electerical,,Each,Buyer_03,9032,Vendor_030,Immediate,Site_052,OPEN,Valid,Valid,0,0,0,0,EGP,1,10,24.5,245,245
EMAS,2019-01-27 00:00:00,,,190073,Rejected,3,Direct,,سوسته 30 سم تركى  - نصف بوصة,,,,Fittings for plumping & Electerical,,Each,Buyer_03,9032,Vendor_030,Immediate,Site_052,OPEN,Valid,Valid,0,0,0,0,EGP,1,10,9,90,90
ASF,2019-01-27 00:00:00,,,190073,Rejected,4,Direct,,سوسته 40 سم تركى  - نصف بوصة,,,,Fittings for plumping & Electerical,,Each,Buyer_03,9032,Vendor_030,Immediate,Site_052,OPEN,Valid,Valid,0,0,0,0,EGP,1,10,9,90,90
ESCC,2019-01-27 00:00:00,,,190073,Rejected,5,Direct,,سوسته 50 سم تركى  - نصف بوصة,,,,Fittings for plumping & Electerical,,Each,Buyer_03,9032,Vendor_030,Immediate,Site_052,OPEN,Valid,Valid,0,0,0,0,EGP,1,10,10.75,107.5,107.5
EMAS,2019-01-27 00:00:00,,,190073,Rejected,6,Direct,,سوسته 60 سم تركى  - نصف بوصة,,,,Fittings for plumping & Electerical,,Each,Buyer_03,9032,Vendor_030,Immediate,Site_052,OPEN,Valid,Valid,0,0,0,0,EGP,1,10,10.75,107.5,107.5
ASF,2019-01-27 00:00:00,,,190073,Rejected,7,Direct,,شطاف ضغاط ايطالىة,,,,Fittings for plumping & Electerical,,Each,Buyer_03,9032,Vendor_030,Immediate,Site_052,OPEN,Valid,Valid,0,0,0,0,EGP,1,5,47,235,235
EMAS,2019-01-27 00:00:00,,,190073,Rejected,8,Direct,,محبس زاويه تركى  - نصف بوصة,,,,Fittings for plumping & Electerical,,Each,Buyer_03,9032,Vendor_030,Immediate,Site_052,OPEN,Valid,Valid,0,0,0,0,EGP,1,10,39,390,390
ESCC,2019-01-27 00:00:00,,,190073,Rejected,9,Direct,,مسمار تثبيت سخانة,,,,Fittings for plumping & Electerical,,Each,Buyer_03,9032,Vendor_030,Immediate,Site_052,OPEN,Valid,Valid,0,0,0,0,EGP,1,10,5.75,57.5,57.5
EMAS,2019-01-27 00:00:00,,,190073,Rejected,10,Direct,,مسمار تثبيت قاعدة,,,,Fittings for plumping & Electerical,,Each,Buyer_03,9032,Vendor_030,Immediate,Site_052,OPEN,Valid,Valid,0,0,0,0,EGP,1,10,5.75,57.5,57.5
EMAS,2019-01-27 00:00:00,,,190073,Rejected,11,Direct,,نبل نيكل - نصف بوصة,,,,Fittings for plumping & Electerical,,Each,Buyer_03,9032,Vendor_030,Immediate,Site_052,OPEN,Valid,Valid,0,0,0,0,EGP,1,15,3.5,52.5,52.5
EMAS,2019-01-27 00:00:00,2019-01-29 00:00:00,2019-02-06 15:34:30,190074,Approved,1,Goods,3139911360,"Condensate drain, Timer controlled, type: TD16M, Manufacturer: Omega, For aeration system of cement silo",Spare parts,Mechanical items,mechanical items for utilities area (700),Automatic drain for cement silo aeration,,Each,Buyer_03,9089,Vendor_075,30 days,Site_014,CLOSED,Valid,Valid,6,6,0,0,EGP,1,6,1750,10500,10500
EMAS,2019-01-27 00:00:00,2019-01-29 00:00:00,2019-03-03 10:26:53,190075,Approved,1,Capex,,16A,,,,,,Each,Buyer_02,9168,Vendor_148,30 days,Site_068,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,490,980,980
ESCC,2019-01-27 00:00:00,2019-01-29 00:00:00,2019-03-03 10:26:53,190075,Approved,2,Capex,,17A,,,,,,Each,Buyer_02,9168,Vendor_148,30 days,Site_068,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,500,1500,1500
EGYLUX,2019-01-27 00:00:00,2019-01-29 00:00:00,2019-03-03 10:26:53,190075,Approved,3,Capex,,19A,,,,,,Each,Buyer_02,9168,Vendor_148,30 days,Site_068,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,1520,3040,3040
EMAS,2019-01-27 00:00:00,2019-06-16 00:00:00,2019-10-30 17:19:24,190076,Approved,1,Goods,3053202011,"Kit, repair kit, for butterfly valve, DN 300, PN 16, ps 10 bar, EPDM-017, supplier InterApp, pos. 4A, code 611113Z, for butterfly valve, for packing area",Spare parts,Mechanical items,mechanical items for cement storage and dispatch area (600),Misc S-P,,Each,Buyer_04,9030,Vendor_007,,Site_025,CLOSED,Valid,Valid,4,4,0,0,EUR,20.5,4,320.15,1280.6,26252.3
EMAS,2019-01-27 00:00:00,2019-06-16 00:00:00,2019-10-30 17:19:24,190076,Approved,2,Goods,3059909600,"rubber, ring, code 563683d, pos no.19, for bag holder, for packing machine.",Spare parts,Mechanical items,mechanical items for clinker production area (400),Misc S-P,,Each,Buyer_04,9030,Vendor_007,,Site_025,CLOSED,Valid,Valid,8,8,0,0,EUR,20.5,8,30.115,240.92,4938.86
ASF,2019-01-27 00:00:00,2019-06-16 00:00:00,2019-10-30 17:19:24,190076,Approved,3,Goods,3059911028,"bronze filter,  code 730585D, for feeding hopper, of packing machine",Spare parts,Mechanical items,mechanical items for cement storage and dispatch area (600),Misc S-P,,Each,Buyer_04,9030,Vendor_007,,Site_025,CLOSED,Valid,Valid,12,12,0,0,EUR,20.5,12,11.875,142.5,2921.25
EMAS,2019-01-27 00:00:00,2019-06-16 00:00:00,2019-10-30 17:19:24,190076,Approved,4,Goods,3059911028,"bronze filter,  code 730585D, for feeding hopper, of packing machine",Spare parts,Mechanical items,mechanical items for cement storage and dispatch area (600),Misc S-P,,Each,Buyer_04,9030,Vendor_007,,Site_025,CLOSED,Valid,Valid,3,3,0,0,EUR,20.5,3,11.875,35.63,730.31
ASF,2019-01-27 00:00:00,2019-05-15 00:00:00,2019-07-03 12:09:03,190077,Approved,1,Direct,, Compressor model   HITACHI 2.25 HP,,,,Spare parts for air conditioners,,Each,Buyer_03,9090,Vendor_077,14 days,Site_073,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,1750,1750,1750
EGYLUX,2019-01-27 00:00:00,2019-05-15 00:00:00,2019-07-03 12:09:03,190077,Approved,2,Direct,, Compressor model  2LS438D3FDO2,,,,Spare parts for air conditioners,,Each,Buyer_03,9090,Vendor_077,14 days,Site_073,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,2290,2290,2290
ESCC,2019-01-27 00:00:00,2019-05-15 00:00:00,2019-07-03 12:09:03,190077,Approved,3,Direct,,Capacitor 50 (Totaline,,,,Spare parts for air conditioners,,Each,Buyer_03,9090,Vendor_077,14 days,Site_073,CLOSED,Valid,Valid,10,10,0,0,EGP,1,10,65,650,650
ESCC,2019-01-27 00:00:00,2019-05-15 00:00:00,2019-07-03 12:09:03,190077,Approved,4,Direct,,Capacitor 55 (Totaline,,,,Spare parts for air conditioners,,Each,Buyer_03,9090,Vendor_077,14 days,Site_073,CLOSED,Valid,Valid,10,10,0,0,EGP,1,10,65,650,650
EGYLUX,2019-01-27 00:00:00,2019-05-15 00:00:00,2019-07-03 12:09:03,190077,Approved,5,Direct,,Capacitor 60 (Totaline),,,,Spare parts for air conditioners,,Each,Buyer_03,9090,Vendor_077,14 days,Site_073,CLOSED,Valid,Valid,5,5,0,0,EGP,1,5,70,350,350
ESCC,2019-01-27 00:00:00,2019-05-15 00:00:00,2019-07-03 12:09:03,190077,Approved,6,Direct,,Compressor model    PH44OG2CS_4KUS1,,,,Spare parts for air conditioners,,Each,Buyer_03,9090,Vendor_077,14 days,Site_073,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,2300,2300,2300
EGYLUX,2019-01-27 00:00:00,2019-05-15 00:00:00,2019-07-03 12:09:03,190077,Approved,7,Direct,,Compressor model    QJ33OPAA,,,,Spare parts for air conditioners,,Each,Buyer_03,9090,Vendor_077,14 days,Site_073,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,1775,1775,1775
EGYLUX,2019-01-27 00:00:00,2019-05-15 00:00:00,2019-07-03 12:09:03,190077,Approved,8,Direct,,Compressor model Ph421x3cs_4mu3,,,,Spare parts for air conditioners,,Each,Buyer_03,9090,Vendor_077,14 days,Site_073,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,2300,2300,2300
EGYLUX,2019-01-27 00:00:00,2019-05-15 00:00:00,2019-07-03 12:09:03,190077,Approved,9,Direct,,"Cylinder, Ferion, Indian",,,,Spare parts for air conditioners,,Each,Buyer_03,9090,Vendor_077,14 days,Site_073,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,885,1770,1770
ESCC,2019-01-27 00:00:00,2019-05-15 00:00:00,2019-07-03 12:09:03,190077,Approved,10,Direct,,Digital clamp meter (Kew Snap 2007 A ? KYORITSU).,,,,Spare parts for air conditioners,,Each,Buyer_03,9090,Vendor_077,14 days,Site_073,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,480,480,480
ASF,2019-01-27 00:00:00,2019-05-15 00:00:00,2019-07-03 12:09:03,190077,Approved,11,Direct,,compressor 38QH8T24-708,,,,Spare parts for air conditioners,,Each,Buyer_03,9090,Vendor_077,14 days,Site_073,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,2450,2450,2450
EGYLUX,2019-01-27 00:00:00,2019-05-15 00:00:00,2019-07-03 12:09:03,190077,Approved,12,Direct,,contactor (Totaline),,,,Spare parts for air conditioners,,Each,Buyer_03,9090,Vendor_077,14 days,Site_073,CLOSED,Valid,Valid,30,30,0,0,EGP,1,30,80,2400,2400
EMAS,2019-01-23 00:00:00,,,190068,Rejected,1,Goods,3049909775,"Valve, flapper valve assembly, dwg.no. 116-76-3-2587-01, item no. 01.01.03.09, PN 26718, SPL 50062145, for fuller pump 300 M, for coal mill",Spare parts,Mechanical items,mechanical items for clinker production area (400),Flapper valve for FK pump,,Each,Buyer_05,9141,Vendor_060,14 days,Site_099,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,3300,3300,3300
ESCC,2019-01-23 00:00:00,,,190069,Rejected,1,Direct,,Repairing the broken firefighting Polyethylene pipe PE 100 - PN 16 - OD 200 mm,,,,ٌRepair broken firefighting polyethylene pipe,,Set,Buyer_05,9004,Vendor_159,14 days,Site_106,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,7000,7000,7000
EGYLUX,2019-01-23 00:00:00,,,190070,Rejected,1,Direct,,"Welding machine for Poly Propylene pipe 1 , 2 inch.",,,,Welding machine for polypropylene pipe.,,Each,Buyer_05,9121,Vendor_109,14 days,Site_101,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,780,780,780
EGYLUX,2019-01-23 00:00:00,2019-01-27 00:00:00,2019-02-17 10:49:39,190071,Approved,1,Capex,,05A,,,,,,Each,Buyer_02,9136,Vendor_156,30 days,Site_012,CLOSED,Valid,Valid,8,8,0,0,EGP,1,8,135,1080,1080
EMAS,2019-01-23 00:00:00,2019-01-27 00:00:00,2019-02-17 10:49:39,190071,Approved,2,Capex,,35A,,,,,,Each,Buyer_02,9136,Vendor_156,30 days,Site_012,CLOSED,Valid,Valid,5,5,0,0,EGP,1,5,135,675,675
ASF,2019-01-23 00:00:00,2019-01-27 00:00:00,2019-02-17 10:49:39,190071,Approved,3,Capex,,64A,,,,,,Each,Buyer_02,9136,Vendor_156,30 days,Site_012,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,500,1500,1500
ASF,2019-01-23 00:00:00,2019-01-27 00:00:00,2019-02-17 10:49:39,190071,Approved,4,Capex,,78A,,,,,,Each,Buyer_02,9136,Vendor_156,30 days,Site_012,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,135,540,540
ASF,2019-01-23 00:00:00,2019-01-27 00:00:00,2019-02-17 10:49:39,190071,Approved,5,Capex,,canon 737,,,,,,Each,Buyer_02,9136,Vendor_156,30 days,Site_012,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,245,490,490
EGYLUX,2019-01-22 00:00:00,2019-03-03 00:00:00,2020-02-06 14:53:50,190063,Approved,1,Goods,4040402115,"Sleeve, wear, dwg. No.  3.119421, MATERIAL No.: 1.0570, for tensioning rod assembly",Spare parts,Mechanical items,mechanical items for raw meal production area (300),Wear sleeve  for tensioning rod assembly.,,Each,Buyer_05,9012,Vendor_063,14 days,Site_047,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,9700,19400,19400
EGYLUX,2019-01-22 00:00:00,2019-02-06 00:00:00,,190064,Approved,1,Goods,4090605579,"Plate, thickness 10 mm (6/4 mm), material chromium carbide brand triten T200X or Vautid 100 P, weight/m2= 80 kg, recommended sheet dimensions 1.5mX3m.",Spare parts,Workshop material,Workshop material,Sheet for overhaul.,,Kilogram,Buyer_01,9016,Vendor_103,14 days,Site_030,OPEN,Valid,Valid,3350,3350,0,0,EGP,1,3600,70,252000,252000
EGYLUX,2019-01-22 00:00:00,2019-03-03 00:00:00,2019-05-15 12:12:39,190065,Approved,1,Goods,4990709706,"Loctite, type 401, Super Glue,  for strong binds between a wide range of porous and non porous materials",Spare parts,Mechanical items,Mechanical Miscellaneous,Loctite.,,Each,Buyer_05,9081,Vendor_132,14 days,Site_048,CLOSED,Valid,Valid,5,5,0,0,EGP,1,5,26.64,133.2,133.2
ESCC,2019-01-22 00:00:00,2019-03-03 00:00:00,2019-05-27 11:40:09,190066,Approved,1,Goods,4990705141,"Loctite, type 518, for gasketing and sealing",Spare parts,Mechanical items,Mechanical Miscellaneous,Loctite.,,Each,Buyer_05,9081,Vendor_132,14 days,Site_048,CLOSED,Valid,Valid,5,5,0,0,EGP,1,5,106.48,532.4,532.4
EMAS,2019-01-22 00:00:00,2019-03-03 00:00:00,2019-05-27 11:40:09,190066,Approved,2,Goods,4990705479,"Loctite, type 243, for thread locking",Spare parts,Mechanical items,Mechanical Miscellaneous,Loctite.,,Each,Buyer_05,9081,Vendor_132,14 days,Site_048,CLOSED,Valid,Valid,5,5,0,0,EGP,1,5,66.6,333,333
EGYLUX,2019-01-22 00:00:00,2019-03-03 00:00:00,2019-05-27 11:40:09,190066,Approved,3,Goods,4990705973,"Loctite, type 406, with primer 7239, for bonding of plastics and rubbers",Spare parts,Mechanical items,Mechanical Miscellaneous,Loctite.,,Each,Buyer_05,9081,Vendor_132,14 days,Site_048,CLOSED,Valid,Valid,5,5,0,0,EGP,1,5,26.64,133.2,133.2
EMAS,2019-01-22 00:00:00,2019-03-03 00:00:00,2019-05-27 11:40:09,190066,Approved,4,Goods,4990708352,"Loctite, type 5910, for gasketing and sealing",Spare parts,Mechanical items,Mechanical Miscellaneous,Loctite.,,Each,Buyer_05,9081,Vendor_132,14 days,Site_048,CLOSED,Valid,Valid,5,5,0,0,EGP,1,5,106.48,532.4,532.4
EMAS,2019-01-22 00:00:00,2019-02-21 00:00:00,2019-05-14 13:28:56,190067,Approved,1,Goods,3030510861,"Hub, for chain wheel, dwg.no 1.136878, PN  882124, SPL 50030392, Item no. 04.01.01.04, for clay apron feeder",Spare parts,Mechanical items,mechanical items for raw materials handling area (100),Spare parts for clay apron feeder.,,Each,Buyer_05,9012,Vendor_063,14 days,Site_047,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,12350,24700,24700
ASF,2019-01-22 00:00:00,2019-02-21 00:00:00,2019-05-14 13:28:56,190067,Approved,2,Goods,3030510862,"Seal flange, for chain wheel, dwg.no 3.134783, PN  899426, SPL 50030392, Item no. 04.01.01.05, for clay apron feeder",Spare parts,Mechanical items,mechanical items for clinker production area (400),Spare parts for clay apron feeder.,,Each,Buyer_05,9012,Vendor_063,14 days,Site_047,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,684,2736,2736
ESCC,2019-01-22 00:00:00,2019-02-21 00:00:00,2019-05-14 13:28:56,190067,Approved,3,Goods,3030510863,"Bushing, for chain wheel, dwg.no 3.134784, PN  899427, SPL 50030392, Item no. 04.01.01.06, for clay apron feeder",Spare parts,Mechanical items,mechanical items for clinker production area (400),Spare parts for clay apron feeder.,,Each,Buyer_05,9012,Vendor_063,14 days,Site_047,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,1358,2716,2716
EGYLUX,2019-01-22 00:00:00,2019-02-21 00:00:00,2019-05-14 13:28:56,190067,Approved,4,Goods,3030510864,"Ring, distance ring, for chain wheel, dwg.no 3.134785, PN  899428, SPL 50030392, Item no. 04.01.01.07, for clay apron feeder",Spare parts,Mechanical items,mechanical items for clinker production area (400),Spare parts for clay apron feeder.,,Each,Buyer_05,9012,Vendor_063,14 days,Site_047,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,408,816,816
ASF,2019-01-21 00:00:00,2019-08-22 00:00:00,,190058,Approved,1,Direct,,"Blades set for utility knife, SPAIN",,,,Electrical tools,,Each,Buyer_06,9130,Vendor_100,Immediate,Site_044,OPEN,Valid,Valid,0,0,0,0,EGP,1,3,20,60,60
ASF,2019-01-21 00:00:00,2019-08-22 00:00:00,,190058,Approved,2,Direct,,"Insulated pliers 6 inch, TAIWAN",,,,Electrical tools,,Each,Buyer_06,9130,Vendor_100,Immediate,Site_044,OPEN,Valid,Valid,0,0,0,0,EGP,1,10,180,1800,1800
EGYLUX,2019-01-21 00:00:00,2019-08-22 00:00:00,,190058,Approved,3,Direct,,"Slip Joint Pliers, TAIWAN",,,,Electrical tools,,Each,Buyer_06,9130,Vendor_100,Immediate,Site_044,OPEN,Valid,Valid,0,0,0,0,EGP,1,5,185,925,925
EMAS,2019-01-21 00:00:00,2019-08-22 00:00:00,,190058,Approved,4,Direct,,"Smooth, flat extra long nose pliers, TAIWAN",,,,Electrical tools,,Each,Buyer_06,9130,Vendor_100,Immediate,Site_044,OPEN,Valid,Valid,0,0,0,0,EGP,1,4,220,880,880
ASF,2019-01-21 00:00:00,2019-08-22 00:00:00,,190058,Approved,5,Direct,,"Solding iron with steel tips, 100 watt, got JAPAN",,,,Electrical tools,,Each,Buyer_06,9130,Vendor_100,Immediate,Site_044,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,240,240,240
EMAS,2019-01-21 00:00:00,2019-08-22 00:00:00,,190058,Approved,6,Direct,,"complete set of Insulated Screw drivers, TAIWAN",,,,Electrical tools,,Each,Buyer_06,9130,Vendor_100,Immediate,Site_044,OPEN,Valid,Valid,0,0,0,0,EGP,1,15,320,4800,4800
ESCC,2019-01-21 00:00:00,2019-08-22 00:00:00,,190058,Approved,7,Direct,,"insulated Terminal pliers mm1.5-6mm, TAIWAN",,,,Electrical tools,,Each,Buyer_06,9130,Vendor_100,Immediate,Site_044,OPEN,Valid,Valid,0,0,0,0,EGP,1,6,210,1260,1260
EMAS,2019-01-21 00:00:00,2019-08-22 00:00:00,,190058,Approved,8,Direct,,"set of insulated Terminals screw driver, TAIWAN",,,,Electrical tools,,Each,Buyer_06,9130,Vendor_100,Immediate,Site_044,OPEN,Valid,Valid,0,0,0,0,EGP,1,20,60,1200,1200
ESCC,2019-01-21 00:00:00,2019-08-22 00:00:00,,190058,Approved,9,Direct,,"utility knife, SPAIN",,,,Electrical tools,,Each,Buyer_06,9130,Vendor_100,Immediate,Site_044,OPEN,Valid,Valid,0,0,0,0,EGP,1,7,65,455,455
EMAS,2019-01-21 00:00:00,,,190059,Rejected,1,Direct,,AVOMETER  sanwa a800,,,,Electrical tools,,Each,Buyer_06,9070,Vendor_051,Immediate,Site_106,OPEN,Valid,Valid,0,0,0,0,EGP,1,7,575,4025,4025
ASF,2019-01-21 00:00:00,,,190059,Rejected,2,Direct,,Avometer 1000 V sanwa,,,,Electrical tools,,Each,Buyer_06,9070,Vendor_051,Immediate,Site_106,OPEN,Valid,Valid,0,0,0,0,EGP,1,2,1550,3100,3100
ASF,2019-01-21 00:00:00,,,190059,Rejected,3,Direct,,"Clamp Amper, kernow",,,,Electrical tools,,Each,Buyer_06,9070,Vendor_051,Immediate,Site_106,OPEN,Valid,Valid,0,0,0,0,EGP,1,6,825,4950,4950
ESCC,2019-01-21 00:00:00,,,190059,Rejected,4,Direct,,Claucki cable cuttr 300 mm2,,,,Electrical tools,,Each,Buyer_06,9070,Vendor_051,Immediate,Site_106,OPEN,Valid,Valid,0,0,0,0,EGP,1,2,3500,7000,7000
EGYLUX,2019-01-21 00:00:00,,,190059,Rejected,5,Direct,,Digital meger 1000,,,,Electrical tools,,Each,Buyer_06,9070,Vendor_051,Immediate,Site_106,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,4750,4750,4750
ESCC,2019-01-21 00:00:00,,,190059,Rejected,6,Direct,,Soldering tin wire with antioxidant 0.25KG,,,,Electrical tools,,Each,Buyer_06,9070,Vendor_051,Immediate,Site_106,OPEN,Valid,Valid,0,0,0,0,EGP,1,5,250,1250,1250
ESCC,2019-01-21 00:00:00,,,190059,Rejected,7,Direct,,"Solding iron with steel tips, 40 watt, got japan",,,,Electrical tools,,Each,Buyer_06,9070,Vendor_051,Immediate,Site_106,OPEN,Valid,Valid,0,0,0,0,EGP,1,5,210,1050,1050
EMAS,2019-01-21 00:00:00,,,190059,Rejected,8,Direct,,analouge meger 1000,,,,Electrical tools,,Each,Buyer_06,9070,Vendor_051,Immediate,Site_106,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,4500,4500,4500
EMAS,2019-01-21 00:00:00,,,190060,Rejected,1,Direct,,Air Blower  boosh,,,,Electrical tools,,Each,Buyer_06,9001,Vendor_087,14 days,Site_072,OPEN,Valid,Valid,0,0,0,0,EGP,1,5,1650,8250,8250
ESCC,2019-01-21 00:00:00,,,190060,Rejected,2,Direct,,Drill with battery 14.2 V  BOSCH GSR140 complete with accessories,,,,Electrical tools,,Each,Buyer_06,9001,Vendor_087,14 days,Site_072,OPEN,Valid,Valid,0,0,0,0,EGP,1,4,2350,9400,9400
ASF,2019-01-21 00:00:00,,,190061,Rejected,1,Goods,4070208600,"Element, bronze filter element  PN 481752, according to FLS part list no. 50031372, pos. no. 05.03.02.01, for air filter DN100, for cement silo",Spare parts,Mechanical items,mechanical items for cement storage and dispatch area (600),,,Each,Buyer_04,9057,Vendor_006,,Site_022,OPEN,Valid,Valid,0,0,0,0,EUR,20.5,6,438.44,2630.64,53928.12
EMAS,2019-01-21 00:00:00,2019-02-06 00:00:00,2019-06-19 16:26:09,190062,Approved,1,Goods,4100310458,"Bolt, L = 620 mm, M80X4, dwg.no. 3.119294, material 1.0050, for gear rim spring",Spare parts,Mechanical items,mechanical items for clinker production area (400),Bolt for gear rim spring.,,Each,Buyer_05,9107,Vendor_157,14 days,Site_081,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,2500,5000,5000
EGYLUX,2019-01-20 00:00:00,2019-03-03 00:00:00,2019-07-24 17:00:11,190054,Approved,1,Goods,3051110471,"Connector, male stud connector type GE20SREDOMDCF, supplier Parker, for hydraulic cylinders for cooler 441.MD140",Spare parts,Mechanical items,mechanical items for clinker production area (400),Connector,,Each,Buyer_03,9099,Vendor_112,14 days,Site_080,CLOSED,Valid,Valid,35,35,0,0,EGP,1,35,114,3990,3990
EMAS,2019-01-20 00:00:00,2019-06-16 00:00:00,2019-07-24 12:31:46,190055,Approved,1,Goods,4070202139,"Element, filter, type parker PI3130 SMX10, assembly no. 570F, Pos. 33, for return line to tank, supplier Parker, for pump station HY110, for atox raw mill 45",Spare parts,Mechanical items,mechanical items for raw meal production area (300),"Element, filter",,Each,Buyer_03,9126,Vendor_062,14 days,Site_005,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,1600,3200,3200
